trip_id, arrival_time, departure_time, stop_id, stop_sequence, pickup_type, drop_off_type, stop_id, stop_code, stop_name, stop_desc, stop_lat, stop_lon, zone_id, stop_url, location_type, parent_station, 
2396743, 14:46:00, 14:46:00,   27260, 3, 0, 0,   27260, , "COLLEGE FS MT PLEASANT", ,   41.841759,  -71.453986, , , 0, 
2396743, 14:48:00, 14:48:00,   18110, 5, 0, 0,   18110, , "FRUIT HILL NS HUBER", ,   41.834257,  -71.468020, , , 0, 
2396743, 14:48:00, 14:48:00,   17890, 6, 0, 0,   17890, , "MANTON OPP 871 MANTON", ,   41.833496,  -71.465879, , , 0, 
2396743, 14:49:00, 14:49:00,   17005, 9, 0, 0,   17005, , "MANTON AT 652 MANTON", ,   41.828184,  -71.461770, , , 0, 
2396743, 14:49:00, 14:49:00,   17165, 8, 0, 0,   17165, , "MANTON OPP BALTIMORE", ,   41.829355,  -71.462849, , , 0, 
2396743, 14:49:00, 14:49:00,   17435, 7, 0, 0,   17435, , "MANTON AT 770 MANTON", ,   41.831021,  -71.463795, , , 0, 
2396743, 14:49:00, 14:49:00,   16875, 10, 0, 0,   16875, , "MANTON AT 610 MANTON", ,   41.827152,  -71.460933, , , 0, 
2396743, 14:50:00, 14:50:00,   16640, 13, 0, 0,   16640, , "MANTON AT 470 MANTON", ,   41.825608,  -71.456278, , , 0, 
2396743, 14:50:00, 14:50:00,   16690, 12, 0, 0,   16690, , "MANTON NS GLENBRIDGE", ,   41.826005,  -71.458565, , , 0, 
2396743, 14:50:00, 14:50:00,   16785, 11, 0, 0,   16785, , "MANTON AT 588 MANTON", ,   41.826622,  -71.460367, , , 0, 
2396743, 14:50:00, 14:50:00,   16200, 15, 0, 0,   16200, , "MANTON AT 375 MANTON", ,   41.824243,  -71.452376, , , 0, 
2396743, 14:50:00, 14:50:00,   16465, 14, 0, 0,   16465, , "MANTON FS SALMON", ,   41.825035,  -71.453874, , , 0, 
2396743, 14:51:00, 14:51:00,   15790, 17, 0, 0,   15790, , "MANTON AT 283 MANTON", ,   41.822320,  -71.449704, , , 0, 
2396743, 14:51:00, 14:51:00,   15945, 16, 0, 0,   15945, , "MANTON FS PANAY", ,   41.823098,  -71.450845, , , 0, 
2396743, 14:51:00, 14:51:00,   15295, 18, 0, 0,   15295, , "MANTON OPP JULIAN", ,   41.819867,  -71.446690, , , 0, 
2396743, 14:52:00, 14:52:00,   14700, 20, 0, 0,   14700, , "HARTFORD FS WESTMINSTER", ,   41.816920,  -71.445440, , , 0, 
2396743, 14:52:00, 14:52:00,   14910, 19, 0, 0,   14910, , "MANTON OPP DELAINE", ,   41.818117,  -71.444894, , , 0, 
2396721, 08:22:00, 08:22:00,   16435, 1, 0, 0,   16435, , "KENNEDY PLAZA (STOP C)", ,   41.824887,  -71.411348, , , 0, place_kepl, 
2396721, 08:24:00, 08:24:00,   15815, 2, 0, 0,   15815, , "DORRANCE NS PINE", ,   41.822472,  -71.410316, , , 0, 
2396721, 08:25:00, 08:25:00,   15040, 3, 0, 0,   15040, , "EDDY NS SHIP", ,   41.820038,  -71.408142, , , 0, 
2396721, 08:27:00, 08:27:00,   14720, 5, 0, 0,   14720, , "EDDY FS POINT", ,   41.816240,  -71.406611, , , 0, 
2396721, 08:27:00, 08:27:00,   58150, 4, 0, 0,   58150, , "EDDY FS SOUTH", ,   41.817337,  -71.406907, , , 0, 
2396721, 08:33:00, 08:33:00,   13500, 6, 0, 0,   13500, , "PUBLIC NS EDDY", ,   41.807479,  -71.406924, , , 0, 
2396721, 08:35:00, 08:35:00,   59015, 7, 0, 0,   59015, , "PILGRIM AT THE MET SCHOOL", ,   41.806343,  -71.411652, , , 0, 
2396691, 15:10:00, 15:10:00,   14760, 1, 0, 0,   14760, , "CAHIR FS BROAD", ,   41.817503,  -71.418200, , , 0, 
2396691, 15:11:00, 15:11:00,   14925, 2, 0, 0,   14925, , "WESTMINSTER AT PROVIDENCE SCHOOL DEPT", ,   41.817820,  -71.421282, , , 0, 
2396691, 15:12:00, 15:12:00,   14845, 3, 0, 0,   14845, , "WESTMINSTER AT CITIZENS BANK", ,   41.817399,  -71.423302, , , 0, 
2396691, 15:12:00, 15:12:00,   14780, 4, 0, 0,   14780, , "WESTMINSTER NS KNIGHT", ,   41.817210,  -71.426180, , , 0, 
2396691, 15:13:00, 15:13:00,   14725, 5, 0, 0,   14725, , "WESTMINSTER NS BRIDGHAM", ,   41.817044,  -71.427790, , , 0, 
2396691, 15:14:00, 15:14:00,   14645, 7, 0, 0,   14645, , "WESTMINSTER FS ALMY", ,   41.816517,  -71.432617, , , 0, 
2396691, 15:14:00, 15:14:00,   14690, 6, 0, 0,   14690, , "WESTMINSTER OPP HARRISON", ,   41.816785,  -71.430215, , , 0, 
2396691, 15:15:00, 15:15:00,   14590, 8, 0, 0,   14590, , "WESTMINSTER NS BAINBRIDGE", ,   41.816186,  -71.435295, , , 0, 
2396691, 15:16:00, 15:16:00,   14580, 9, 0, 0,   14580, , "WESTMINSTER NS SVC RD 3", ,   41.816214,  -71.440086, , , 0, 
2396691, 15:17:00, 15:17:00,   14670, 10, 0, 0,   14670, , "WESTMINSTER NS MANTON", ,   41.816805,  -71.442800, , , 0, 
2396691, 15:18:00, 15:18:00,   14920, 11, 0, 0,   14920, , "MANTON NS DELAINE", ,   41.817870,  -71.444440, , , 0, 
2396691, 15:19:00, 15:19:00,   15145, 12, 0, 0,   15145, , "MANTON NS ALEPPO", ,   41.819356,  -71.446089, , , 0, 
2396691, 15:20:00, 15:20:00,   15805, 13, 0, 0,   15805, , "MANTON NS POPE", ,   41.821774,  -71.448834, , , 0, 
2396691, 15:21:00, 15:21:00,   16295, 15, 0, 0,   16295, , "MANTON NS LYNCH", ,   41.824410,  -71.452449, , , 0, 
2396691, 15:21:00, 15:21:00,   15940, 14, 0, 0,   15940, , "MANTON AT 323 MANTON", ,   41.823165,  -71.450725, , , 0, 
2396691, 15:22:00, 15:22:00,   16565, 17, 0, 0,   16565, , "MANTON OPP 470 MANTON", ,   41.825615,  -71.455794, , , 0, 
2396691, 15:22:00, 15:22:00,   16510, 16, 0, 0,   16510, , "MANTON OPP SALMON", ,   41.825122,  -71.453887, , , 0, 
2396691, 15:23:00, 15:23:00,   16710, 18, 0, 0,   16710, , "MANTON NS RARITAN", ,   41.826121,  -71.458792, , , 0, 
2396691, 15:24:00, 15:24:00,   16910, 19, 0, 0,   16910, , "MANTON OPP 600 MANTON", ,   41.827182,  -71.460842, , , 0, 
2396691, 15:25:00, 15:25:00,   17180, 20, 0, 0,   17180, , "MANTON NS BALTIMORE", ,   41.829257,  -71.462606, , , 0, 
2396691, 15:26:00, 15:26:00,   17355, 21, 0, 0,   17355, , "MANTON NS MANTON CT", ,   41.831596,  -71.463688, , , 0, 
2396691, 15:27:00, 15:27:00,   17990, 22, 0, 0,   17990, , "MANTON AT 883 MANTON", ,   41.833592,  -71.465913, , , 0, 
2407725, 13:20:00, 13:20:00,   59865, 2, 0, 0,   59865, , "MT PLEASANT AT OUR LADY OF PROVIDENCE", ,   41.839769,  -71.451892, , , 0, 
2407725, 13:20:00, 13:20:00,   18720, 1, 0, 0,   18720, , "MT PLEASANT HIGH SCHOOL", ,   41.839935,  -71.452546, , , 0, 
2407725, 13:21:00, 13:21:00,   55645, 4, 0, 0,   55645, , "COLLEGE NS COLE", ,   41.841578,  -71.456403, , , 0, 
2407725, 13:21:00, 13:21:00,   27260, 3, 0, 0,   27260, , "COLLEGE FS MT PLEASANT", ,   41.841759,  -71.453986, , , 0, 
2407725, 13:23:00, 13:23:00,   17890, 6, 0, 0,   17890, , "MANTON OPP 871 MANTON", ,   41.833496,  -71.465879, , , 0, 
2407725, 13:23:00, 13:23:00,   18110, 5, 0, 0,   18110, , "FRUIT HILL NS HUBER", ,   41.834257,  -71.468020, , , 0, 
2407725, 13:24:00, 13:24:00,   16875, 10, 0, 0,   16875, , "MANTON AT 610 MANTON", ,   41.827152,  -71.460933, , , 0, 
2407725, 13:24:00, 13:24:00,   17005, 9, 0, 0,   17005, , "MANTON AT 652 MANTON", ,   41.828184,  -71.461770, , , 0, 
2407725, 13:24:00, 13:24:00,   17165, 8, 0, 0,   17165, , "MANTON OPP BALTIMORE", ,   41.829355,  -71.462849, , , 0, 
2407725, 13:24:00, 13:24:00,   17435, 7, 0, 0,   17435, , "MANTON AT 770 MANTON", ,   41.831021,  -71.463795, , , 0, 
2407725, 13:25:00, 13:25:00,   16465, 14, 0, 0,   16465, , "MANTON FS SALMON", ,   41.825035,  -71.453874, , , 0, 
2407725, 13:25:00, 13:25:00,   16640, 13, 0, 0,   16640, , "MANTON AT 470 MANTON", ,   41.825608,  -71.456278, , , 0, 
2407725, 13:25:00, 13:25:00,   16690, 12, 0, 0,   16690, , "MANTON NS GLENBRIDGE", ,   41.826005,  -71.458565, , , 0, 
2407725, 13:25:00, 13:25:00,   16785, 11, 0, 0,   16785, , "MANTON AT 588 MANTON", ,   41.826622,  -71.460367, , , 0, 
2407725, 13:25:00, 13:25:00,   16200, 15, 0, 0,   16200, , "MANTON AT 375 MANTON", ,   41.824243,  -71.452376, , , 0, 
2407725, 13:26:00, 13:26:00,   15295, 18, 0, 0,   15295, , "MANTON OPP JULIAN", ,   41.819867,  -71.446690, , , 0, 
2407725, 13:26:00, 13:26:00,   15790, 17, 0, 0,   15790, , "MANTON AT 283 MANTON", ,   41.822320,  -71.449704, , , 0, 
2407725, 13:26:00, 13:26:00,   15945, 16, 0, 0,   15945, , "MANTON FS PANAY", ,   41.823098,  -71.450845, , , 0, 
2407725, 13:27:00, 13:27:00,   14700, 20, 0, 0,   14700, , "HARTFORD FS WESTMINSTER", ,   41.816920,  -71.445440, , , 0, 
2407725, 13:27:00, 13:27:00,   14910, 19, 0, 0,   14910, , "MANTON OPP DELAINE", ,   41.818117,  -71.444894, , , 0, 
2407727, 13:20:00, 13:20:00,   59865, 2, 0, 0,   59865, , "MT PLEASANT AT OUR LADY OF PROVIDENCE", ,   41.839769,  -71.451892, , , 0, 
2407727, 13:20:00, 13:20:00,   18720, 1, 0, 0,   18720, , "MT PLEASANT HIGH SCHOOL", ,   41.839935,  -71.452546, , , 0, 
2407727, 13:21:00, 13:21:00,   55645, 4, 0, 0,   55645, , "COLLEGE NS COLE", ,   41.841578,  -71.456403, , , 0, 
2407727, 13:21:00, 13:21:00,   27260, 3, 0, 0,   27260, , "COLLEGE FS MT PLEASANT", ,   41.841759,  -71.453986, , , 0, 
2407727, 13:23:00, 13:23:00,   17890, 6, 0, 0,   17890, , "MANTON OPP 871 MANTON", ,   41.833496,  -71.465879, , , 0, 
2407727, 13:23:00, 13:23:00,   18110, 5, 0, 0,   18110, , "FRUIT HILL NS HUBER", ,   41.834257,  -71.468020, , , 0, 
2407727, 13:24:00, 13:24:00,   16875, 10, 0, 0,   16875, , "MANTON AT 610 MANTON", ,   41.827152,  -71.460933, , , 0, 
2407727, 13:24:00, 13:24:00,   17005, 9, 0, 0,   17005, , "MANTON AT 652 MANTON", ,   41.828184,  -71.461770, , , 0, 
2407727, 13:24:00, 13:24:00,   17165, 8, 0, 0,   17165, , "MANTON OPP BALTIMORE", ,   41.829355,  -71.462849, , , 0, 
2407727, 13:24:00, 13:24:00,   17435, 7, 0, 0,   17435, , "MANTON AT 770 MANTON", ,   41.831021,  -71.463795, , , 0, 
2407727, 13:25:00, 13:25:00,   16465, 14, 0, 0,   16465, , "MANTON FS SALMON", ,   41.825035,  -71.453874, , , 0, 
2407727, 13:25:00, 13:25:00,   16640, 13, 0, 0,   16640, , "MANTON AT 470 MANTON", ,   41.825608,  -71.456278, , , 0, 
2407727, 13:25:00, 13:25:00,   16690, 12, 0, 0,   16690, , "MANTON NS GLENBRIDGE", ,   41.826005,  -71.458565, , , 0, 
2407727, 13:25:00, 13:25:00,   16785, 11, 0, 0,   16785, , "MANTON AT 588 MANTON", ,   41.826622,  -71.460367, , , 0, 
2407727, 13:25:00, 13:25:00,   16200, 15, 0, 0,   16200, , "MANTON AT 375 MANTON", ,   41.824243,  -71.452376, , , 0, 
2407727, 13:26:00, 13:26:00,   15295, 18, 0, 0,   15295, , "MANTON OPP JULIAN", ,   41.819867,  -71.446690, , , 0, 
2407727, 13:26:00, 13:26:00,   15790, 17, 0, 0,   15790, , "MANTON AT 283 MANTON", ,   41.822320,  -71.449704, , , 0, 
2407727, 13:26:00, 13:26:00,   15945, 16, 0, 0,   15945, , "MANTON FS PANAY", ,   41.823098,  -71.450845, , , 0, 
2407727, 13:27:00, 13:27:00,   14610, 20, 0, 0,   14610, , "PLAINFIELD OPP DIKE", ,   41.816474,  -71.444330, , , 0, 
2407727, 13:27:00, 13:27:00,   14910, 19, 0, 0,   14910, , "MANTON OPP DELAINE", ,   41.818117,  -71.444894, , , 0, 
2396744, 07:31:00, 07:31:00,   71000, 1, 0, 0,   71000, , "PLAINFIELD FS ATWOOD ST", ,   41.816184,  -71.444622, , , 0, 
2396744, 07:31:00, 07:31:00,   14920, 2, 0, 0,   14920, , "MANTON NS DELAINE", ,   41.817870,  -71.444440, , , 0, 
2396744, 07:32:00, 07:32:00,   15940, 5, 0, 0,   15940, , "MANTON AT 323 MANTON", ,   41.823165,  -71.450725, , , 0, 
2396744, 07:32:00, 07:32:00,   15805, 4, 0, 0,   15805, , "MANTON NS POPE", ,   41.821774,  -71.448834, , , 0, 
2396744, 07:32:00, 07:32:00,   15145, 3, 0, 0,   15145, , "MANTON NS ALEPPO", ,   41.819356,  -71.446089, , , 0, 
2396744, 07:33:00, 07:33:00,   16710, 9, 0, 0,   16710, , "MANTON NS RARITAN", ,   41.826121,  -71.458792, , , 0, 
2396744, 07:33:00, 07:33:00,   16565, 8, 0, 0,   16565, , "MANTON OPP 470 MANTON", ,   41.825615,  -71.455794, , , 0, 
2396744, 07:33:00, 07:33:00,   16510, 7, 0, 0,   16510, , "MANTON OPP SALMON", ,   41.825122,  -71.453887, , , 0, 
2396744, 07:33:00, 07:33:00,   16295, 6, 0, 0,   16295, , "MANTON NS LYNCH", ,   41.824410,  -71.452449, , , 0, 
2396744, 07:34:00, 07:34:00,   17355, 12, 0, 0,   17355, , "MANTON NS MANTON CT", ,   41.831596,  -71.463688, , , 0, 
2396744, 07:34:00, 07:34:00,   17180, 11, 0, 0,   17180, , "MANTON NS BALTIMORE", ,   41.829257,  -71.462606, , , 0, 
2396744, 07:34:00, 07:34:00,   16910, 10, 0, 0,   16910, , "MANTON OPP 600 MANTON", ,   41.827182,  -71.460842, , , 0, 
2396744, 07:35:00, 07:35:00,   17775, 13, 0, 0,   17775, , "STOP&SHOP (MANTON AVENUE - PROVIDENCE)", ,   41.832444,  -71.465879, , , 0, 
2396744, 07:35:00, 07:35:00,   17965, 15, 0, 0,   17965, , " FRUIT HILL FS HUBER", ,   41.834493,  -71.467970, , , 0, 
2396744, 07:35:00, 07:35:00,   17990, 14, 0, 0,   17990, , "MANTON AT 883 MANTON", ,   41.833592,  -71.465913, , , 0, 
2396744, 07:38:00, 07:38:00,   18720, 16, 0, 0,   18720, , "MT PLEASANT HIGH SCHOOL", ,   41.839935,  -71.452546, , , 0, 
2396745, 07:31:00, 07:31:00,   71000, 1, 0, 0,   71000, , "PLAINFIELD FS ATWOOD ST", ,   41.816184,  -71.444622, , , 0, 
2396745, 07:31:00, 07:31:00,   14920, 2, 0, 0,   14920, , "MANTON NS DELAINE", ,   41.817870,  -71.444440, , , 0, 
2396745, 07:32:00, 07:32:00,   15940, 5, 0, 0,   15940, , "MANTON AT 323 MANTON", ,   41.823165,  -71.450725, , , 0, 
2396745, 07:32:00, 07:32:00,   15805, 4, 0, 0,   15805, , "MANTON NS POPE", ,   41.821774,  -71.448834, , , 0, 
2396745, 07:32:00, 07:32:00,   15145, 3, 0, 0,   15145, , "MANTON NS ALEPPO", ,   41.819356,  -71.446089, , , 0, 
2396745, 07:33:00, 07:33:00,   16710, 9, 0, 0,   16710, , "MANTON NS RARITAN", ,   41.826121,  -71.458792, , , 0, 
2396745, 07:33:00, 07:33:00,   16565, 8, 0, 0,   16565, , "MANTON OPP 470 MANTON", ,   41.825615,  -71.455794, , , 0, 
2396745, 07:33:00, 07:33:00,   16510, 7, 0, 0,   16510, , "MANTON OPP SALMON", ,   41.825122,  -71.453887, , , 0, 
2396745, 07:33:00, 07:33:00,   16295, 6, 0, 0,   16295, , "MANTON NS LYNCH", ,   41.824410,  -71.452449, , , 0, 
2396745, 07:34:00, 07:34:00,   17355, 12, 0, 0,   17355, , "MANTON NS MANTON CT", ,   41.831596,  -71.463688, , , 0, 
2396745, 07:34:00, 07:34:00,   17180, 11, 0, 0,   17180, , "MANTON NS BALTIMORE", ,   41.829257,  -71.462606, , , 0, 
2396745, 07:34:00, 07:34:00,   16910, 10, 0, 0,   16910, , "MANTON OPP 600 MANTON", ,   41.827182,  -71.460842, , , 0, 
2396745, 07:35:00, 07:35:00,   17775, 13, 0, 0,   17775, , "STOP&SHOP (MANTON AVENUE - PROVIDENCE)", ,   41.832444,  -71.465879, , , 0, 
2396745, 07:35:00, 07:35:00,   17965, 15, 0, 0,   17965, , " FRUIT HILL FS HUBER", ,   41.834493,  -71.467970, , , 0, 
2396745, 07:35:00, 07:35:00,   17990, 14, 0, 0,   17990, , "MANTON AT 883 MANTON", ,   41.833592,  -71.465913, , , 0, 
2396745, 07:38:00, 07:38:00,   18720, 16, 0, 0,   18720, , "MT PLEASANT HIGH SCHOOL", ,   41.839935,  -71.452546, , , 0, 
